no,Row_Num,Customer_ID,Product,First_Transaction,Last_Transaction,Average_Transaction_Amount,Count_Transaction,Year_First_Transaction,Year_Last_Transaction,is_churn,Year_Diff
12562,12562,28409,Sepatu,2014-06-24 04:42:43.098000050,2019-01-19 16:47:36.078000069,1227179,54,2014,2019,False,5
12563,12563,258722,Sepatu,2018-01-05 00:54:44.211999893,2019-01-17 07:05:43.302999973,707088,81,2018,2019,False,1
12564,12564,69782,Sepatu,2016-03-19 01:30:25.098000050,2018-09-07 11:50:00.747999907,1415658,111,2016,2018,False,2
12565,12565,66659,Sepatu,2016-09-02 15:34:24.897000074,2019-01-25 15:29:44.427999973,2636566,34,2016,2019,False,3
12566,12566,174949,Sepatu,2017-08-29 05:25:22.477999926,2019-01-17 00:23:12.114000082,1102702,22,2017,2019,False,2
12567,12567,6433,Jaket,2015-05-07 17:47:49.723999977,2017-10-10 05:45:41.658999920,1173571,42,2015,2017,True,2
12568,12568,6433,Sepatu,2015-05-07 17:39:02.341000080,2018-07-11 12:25:58.016000032,733152,130,2015,2018,True,3
12569,12569,26792,Jaket,2015-12-10 07:43:36.484999895,2019-01-01 07:02:41.194000006,522524,23,2015,2019,False,4
12570,12570,52384,Sepatu,2015-08-16 09:35:35.023000002,2018-08-25 02:19:00.825000048,813506,26,2015,2018,False,3
12571,12571,31124,Jaket,2015-12-02 04:51:13.131999969,2018-08-15 07:46:52.424999952,897504,28,2015,2018,False,3
12572,12572,87379,Jaket,2017-02-15 11:18:10.635999918,2018-12-10 02:01:00.502000093,291012,39,2017,2018,False,1
12573,12573,37711,Sepatu,2015-01-09 13:45:25.315000057,2019-01-29 10:59:52.864000082,1297015,93,2015,2019,False,4
12574,12574,2882,Sepatu,2014-01-17 14:53:16.826999903,2018-09-06 14:00:49.230000019,918158,42,2014,2018,False,4
12575,12575,1458,Sepatu,2016-02-02 03:49:22.786999941,2019-01-12 05:52:27.030999899,1191961,135,2016,2019,False,3
12576,12576,1458,Jaket,2016-07-04 15:34:03.910000086,2018-05-04 10:47:15.723000050,2203189,38,2016,2018,True,2
12577,12577,62028,Tas,2017-03-30 05:14:15.000000000,2018-11-24 02:58:38.000000000,181658,30,2017,2018,False,1
12578,12578,295810,Sepatu,2018-02-08 06:07:18.746000051,2019-01-15 03:09:17.644000053,1422535,30,2018,2019,False,1
12579,12579,71576,Sepatu,2016-06-08 03:36:43.953999996,2019-01-12 04:38:31.651999950,1910804,264,2016,2019,False,3
12580,12580,55409,Jaket,2015-10-06 10:53:37.055000067,2019-01-28 04:51:07.289000034,543984,70,2015,2019,False,4
12581,12581,75079,Sepatu,2016-07-27 02:08:34.831000090,2019-01-25 08:33:30.698999882,1270944,30,2016,2019,False,3
12582,12582,75079,Jaket,2017-06-24 02:14:39.727999926,2018-08-14 12:32:09.752000093,1732543,27,2017,2018,False,1
12583,12583,6017,Sepatu,2013-12-10 09:35:22.821000099,2018-11-14 13:37:20.295000076,1663911,46,2013,2018,False,5
12584,12584,103783,Tas,2017-03-15 03:46:12.000000000,2018-06-28 16:54:27.000000000,299541,33,2017,2018,True,1
12585,12585,43346,Sepatu,2015-04-17 08:41:28.796999931,2019-01-08 05:43:09.823999882,2324072,32,2015,2019,False,4
12586,12586,117217,Sepatu,2017-01-05 13:30:59.901000023,2018-10-30 02:45:55.134000063,663687,33,2017,2018,False,1
12587,12587,32477,Sepatu,2014-09-24 13:52:50.134000063,2019-01-30 11:54:57.908999920,2576341,399,2014,2019,False,5
12588,12588,28763,Sepatu,2015-05-29 15:28:21.240999937,2018-12-16 08:10:44.292999983,925564,68,2015,2018,False,3
12589,12589,35986,Jaket,2016-02-05 18:14:43.328000069,2019-01-18 09:05:13.413000107,406347,91,2016,2019,False,3
12590,12590,35986,Sepatu,2015-04-11 04:00:21.066999911,2018-12-28 10:59:50.979000092,1056809,76,2015,2018,False,3
12591,12591,41259,Sepatu,2015-03-17 02:09:56.247999907,2017-11-07 11:40:26.726999998,681071,36,2015,2017,True,2
12592,12592,35653,Sepatu,2015-05-09 06:35:54.773000002,2019-01-29 08:24:34.160000086,1773424,124,2015,2019,False,4
12593,12593,82085,Sepatu,2016-06-16 05:24:53.431999922,2019-01-23 07:26:56.032000065,951521,38,2016,2019,False,3
12594,12594,174360,Sepatu,2017-08-26 13:02:09.740999937,2019-01-25 14:22:15.322999954,1729472,23,2017,2019,False,2
12595,12595,67589,Jaket,2016-02-27 23:56:01.414999962,2017-10-31 12:01:00.911000013,849166,48,2016,2017,True,1
12596,12596,30682,Sepatu,2015-11-21 12:07:23.006000042,2018-04-20 01:44:05.782000065,603889,30,2015,2018,True,3
12597,12597,42004,Tas,2017-08-04 08:12:28.000000000,2019-01-08 14:11:26.000000000,262354,21,2017,2019,False,2
12598,12598,42004,Sepatu,2015-03-29 03:20:37.721999884,2019-01-29 15:54:34.589999914,1152707,150,2015,2019,False,4
12599,12599,39806,Sepatu,2015-03-19 04:44:04.359999895,2019-01-12 09:04:27.243999958,982187,49,2015,2019,False,4
12600,12600,127919,Jaket,2017-03-21 11:10:05.994999886,2018-10-17 02:57:01.529000044,578341,21,2017,2018,False,1
12601,12601,127919,Sepatu,2017-03-01 09:09:23.826999903,2019-01-14 06:36:24.598999977,2733845,107,2017,2019,False,2
12602,12602,142684,Tas,2017-11-24 05:04:41.000000000,2019-01-11 07:38:37.000000000,124619,66,2017,2019,False,2
12603,12603,35834,Sepatu,2015-11-17 09:33:07.996000051,2018-08-03 02:54:02.598000050,901985,31,2015,2018,False,3
12604,12604,123633,Tas,2017-03-04 05:48:00.000000000,2019-01-29 07:26:38.000000000,200777,23,2017,2019,False,2
12605,12605,48909,Sepatu,2017-04-26 06:56:55.052999973,2018-12-31 14:06:47.438999891,1245858,26,2017,2018,False,1
12606,12606,30959,Jaket,2015-04-07 05:28:11.634999990,2019-01-17 10:37:00.640000105,1063599,49,2015,2019,False,4
12607,12607,30959,Sepatu,2014-08-22 10:41:06.881999969,2019-01-02 02:39:26.967999935,1206707,52,2014,2019,False,5
12608,12608,50206,Sepatu,2015-09-19 06:44:57.315999985,2017-12-03 08:37:19.032000065,1812107,36,2015,2017,True,2
12609,12609,44268,Sepatu,2015-05-02 09:39:23.727999926,2018-03-22 03:20:41.963999987,1100037,27,2015,2018,True,3
12610,12610,27418,Sepatu,2014-05-18 12:53:10.023999929,2018-12-24 01:05:37.644000053,1819577,46,2014,2018,False,4
12611,12611,45244,Jaket,2015-05-16 20:19:16.513999938,2019-01-12 14:03:43.642999887,445457,42,2015,2019,False,4
12612,12612,56204,Sepatu,2015-10-19 22:55:43.299999952,2018-09-17 08:03:00.053999901,849550,34,2015,2018,False,3
12613,12613,26621,Sepatu,2014-04-13 09:53:52.357000113,2018-12-11 04:40:32.433000088,749853,41,2014,2018,False,4
12614,12614,35970,Sepatu,2014-12-19 15:26:06.490000010,2017-02-04 00:07:05.336999893,1689767,42,2014,2017,True,3
12615,12615,35970,Jaket,2015-04-15 14:38:34.096999884,2018-06-13 05:37:51.970000029,1292639,28,2015,2018,True,3
12616,12616,120267,Sepatu,2017-01-21 11:36:56.312999964,2019-01-22 14:54:45.795000076,5232541,26,2017,2019,False,2
12617,12617,148908,Sepatu,2017-05-25 04:09:41.788000107,2018-08-24 02:38:56.546000004,1296614,22,2017,2018,False,1
12618,12618,188218,Jaket,2017-11-20 06:45:43.473000050,2019-01-23 14:37:28.605999947,626615,25,2017,2019,False,2
12619,12619,83207,Sepatu,2016-06-26 05:03:41.036000013,2019-01-22 01:34:12.092000008,2320592,48,2016,2019,False,3
12620,12620,45236,Sepatu,2016-08-07 06:09:51.282000065,2018-02-28 20:00:04.585000038,2592135,32,2016,2018,True,2
12621,12621,38851,Sepatu,2015-01-31 13:05:57.795000076,2019-01-06 14:13:20.480999947,816376,123,2015,2019,False,4
12622,12622,44245,Sepatu,2015-05-02 02:32:40.880000114,2019-01-18 00:48:24.453000069,3130129,37,2015,2019,False,4
12623,12623,143542,Sepatu,2017-06-03 04:04:20.540999889,2018-08-06 06:52:39.917999983,955275,21,2017,2018,False,1
12624,12624,30025,Sepatu,2014-07-29 04:59:57.243000031,2019-01-25 03:17:33.515000105,1360315,106,2014,2019,False,5
12625,12625,164249,Sepatu,2017-07-17 06:47:23.713999987,2019-01-18 08:43:12.936000109,1224001,27,2017,2019,False,2
12626,12626,164249,Jaket,2017-08-04 07:57:28.638000011,2019-01-26 06:54:54.243000031,863293,22,2017,2019,False,2
12627,12627,118789,Jaket,2017-02-09 01:07:30.204999924,2019-02-01 02:17:21.757999897,727336,46,2017,2019,False,2
12628,12628,118789,Sepatu,2017-01-25 09:52:31.831000090,2019-02-01 01:46:32.875000000,1197566,75,2017,2019,False,2
12629,12629,185875,Tas,2017-10-08 17:49:16.000000000,2019-01-27 12:31:33.000000000,406125,23,2017,2019,False,2
12630,12630,125626,Sepatu,2017-02-17 13:44:54.789000034,2019-01-26 23:12:17.726000071,3305243,38,2017,2019,False,2
12631,12631,52237,Sepatu,2016-02-15 00:24:56.471999884,2018-10-20 08:00:26.822999954,1022965,31,2016,2018,False,2
12632,12632,48174,Sepatu,2015-06-28 04:13:47.285000086,2017-05-03 11:05:31.625999928,738849,42,2015,2017,True,2
12633,12633,164632,Sepatu,2017-07-21 07:26:43.673000097,2018-07-26 06:23:20.007999897,1744651,30,2017,2018,True,1
12634,12634,39300,Jaket,2015-02-09 14:51:45.009999990,2019-01-30 05:25:36.734999895,499606,30,2015,2019,False,4
12635,12635,72891,Sepatu,2016-04-15 08:20:27.704999924,2018-10-11 13:53:45.141999960,3882057,26,2016,2018,False,2
12636,12636,112125,Sepatu,2017-02-21 07:57:40.124000072,2018-01-02 23:59:28.467999935,1268038,23,2017,2018,True,1
12637,12637,155021,Tas,2017-06-18 06:10:22.000000000,2019-01-14 13:04:29.000000000,144334,74,2017,2019,False,2
12638,12638,13500,Jaket,2015-11-17 09:01:35.565999985,2019-01-20 09:58:30.253999949,1130905,33,2015,2019,False,4
12639,12639,13500,Tas,2017-05-09 09:00:03.000000000,2019-01-21 14:17:10.000000000,457158,95,2017,2019,False,2
12640,12640,163065,Jaket,2017-07-13 23:15:29.589999914,2019-01-24 04:30:20.496999979,223229,26,2017,2019,False,2
12641,12641,136395,Sepatu,2017-04-12 02:39:13.533999919,2018-11-24 14:44:54.168999910,1174065,31,2017,2018,False,1
12642,12642,136395,Sepatu,2017-04-12 02:39:13.533999919,2018-11-24 14:44:54.168999910,1174065,31,2017,2018,False,1
12643,12643,73731,Sepatu,2016-04-21 10:34:39.094000101,2019-01-22 14:34:01.012000084,2095182,31,2016,2019,False,3
12644,12644,73731,Jaket,2016-06-22 10:01:35.443000078,2018-12-30 10:32:56.127000093,979469,47,2016,2018,False,2
12645,12645,263779,Sepatu,2018-01-08 07:39:48.437000036,2019-02-01 00:05:09.454999924,5085904,28,2018,2019,False,1
12646,12646,30028,Sepatu,2015-02-20 07:02:56.398000002,2017-11-26 04:30:30.677000046,1109230,22,2015,2017,True,2
12647,12647,169873,Jaket,2017-08-09 06:23:16.513999938,2018-12-23 17:29:12.210000038,319177,41,2017,2018,False,1
12648,12648,55362,Sepatu,2015-10-05 17:37:47.772000074,2019-01-17 08:17:48.766000032,2476788,84,2015,2019,False,4
12649,12649,109694,Jaket,2016-12-08 13:01:04.815000057,2018-01-15 08:21:13.002000093,363297,22,2016,2018,True,2
12650,12650,49307,Sepatu,2015-11-06 13:29:41.279000044,2018-06-08 04:58:45.707999945,2588806,22,2015,2018,True,3
12651,12651,32216,Jaket,2014-09-18 00:13:59.197999954,2019-01-26 23:45:53.078000069,397759,49,2014,2019,False,5
12652,12652,61862,Sepatu,2016-01-03 10:54:00.342999935,2018-12-26 06:39:13.026000023,1891985,160,2016,2018,False,2
12653,12653,61862,Jaket,2015-12-28 03:30:01.796999931,2019-01-23 04:32:04.328000069,1471823,135,2015,2019,False,4
12654,12654,44311,Sepatu,2015-05-03 07:35:06.006999969,2019-02-01 08:35:12.519999981,3912292,68,2015,2019,False,4
12655,12655,44311,Jaket,2016-06-16 00:04:23.923000097,2019-01-31 19:11:02.773999929,2035413,39,2016,2019,False,3
12656,12656,44311,Tas,2017-07-10 02:45:45.000000000,2019-01-24 11:25:18.000000000,301998,27,2017,2019,False,2
12657,12657,18679,Sepatu,2013-12-15 10:34:51.453999996,2018-12-05 01:40:04.696000099,805726,21,2013,2018,False,5
12658,12658,98424,Jaket,2016-10-02 14:33:43.727999926,2019-01-11 02:31:25.068000078,1966328,22,2016,2019,False,3
12659,12659,891,Sepatu,2013-11-02 13:11:00.227999926,2019-01-11 14:22:56.476999998,846102,86,2013,2019,False,6
12660,12660,121542,Tas,2017-01-27 22:35:23.130000114,2018-11-27 14:36:11.000000000,169360,25,2017,2018,False,1
12661,12661,116652,Sepatu,2017-01-03 11:55:41.339999914,2019-01-03 03:27:48.085999966,762416,25,2017,2019,False,2
12662,12662,151604,Tas,2017-06-10 03:58:56.000000000,2018-08-14 03:22:09.000000000,251660,23,2017,2018,False,1
12663,12663,251424,Sepatu,2018-01-22 12:18:53.148999929,2019-01-23 07:46:10.407999992,1616597,49,2018,2019,False,1
12664,12664,80753,Sepatu,2016-08-12 09:16:10.632999897,2019-01-10 07:50:55.033999920,2138233,89,2016,2019,False,3
12665,12665,80753,Jaket,2016-08-12 03:14:12.756000042,2018-12-04 05:51:18.101000071,871618,31,2016,2018,False,2
12666,12666,2562,Sepatu,2013-11-07 12:41:21.102999926,2018-10-18 12:54:10.102999926,1388532,43,2013,2018,False,5
12667,12667,29648,Sepatu,2014-08-04 01:11:15.792000055,2019-01-14 01:52:32.513999938,1235691,134,2014,2019,False,5
12668,12668,29648,Jaket,2015-07-15 04:13:37.716000080,2019-01-02 09:49:51.325999975,1290165,53,2015,2019,False,4
12669,12669,146218,Sepatu,2017-05-15 02:01:06.802999973,2018-09-17 11:32:20.033999920,903824,36,2017,2018,False,1
12670,12670,45152,Sepatu,2015-05-15 08:58:08.765000105,2019-01-15 13:38:04.213000059,9038524,22,2015,2019,False,4
12671,12671,34382,Sepatu,2014-12-10 12:38:48.759999990,2018-10-30 14:46:35.227999926,1984860,108,2014,2018,False,4
12672,12672,122206,Sepatu,2017-01-31 10:08:42.513000011,2018-01-17 06:05:18.569000006,1051414,36,2017,2018,True,1
12673,12673,122206,Jaket,2017-02-13 14:18:53.029000044,2019-01-16 05:42:06.089999914,674302,54,2017,2019,False,2
12674,12674,130835,Tas,2017-03-15 02:32:02.000000000,2018-12-12 05:10:39.000000000,212754,41,2017,2018,False,1
12675,12675,50617,Jaket,2018-01-16 07:38:11.437000036,2019-01-25 10:20:21.658999920,412709,47,2018,2019,False,1
12676,12676,51828,Sepatu,2016-02-10 08:18:24.796999931,2019-01-25 17:55:52.286000013,1538939,60,2016,2019,False,3
12677,12677,51828,Jaket,2015-08-08 10:15:51.118999958,2019-01-27 08:00:40.049000025,1484583,49,2015,2019,False,4
12678,12678,125444,Tas,2017-02-18 02:40:59.471999884,2018-11-01 16:12:02.000000000,312488,21,2017,2018,False,1
12679,12679,125444,Jaket,2017-05-17 05:57:24.361000061,2018-11-01 16:14:58.032999992,846858,21,2017,2018,False,1
12680,12680,185193,Tas,2017-10-06 08:33:44.000000000,2019-01-08 06:59:44.000000000,231327,21,2017,2019,False,2
12681,12681,54395,Sepatu,2015-09-20 04:09:35.115000010,2018-11-22 01:44:03.786999941,716177,31,2015,2018,False,3
12682,12682,33613,Jaket,2014-10-29 05:23:38.078000069,2018-12-12 09:16:48.839999914,1251588,31,2014,2018,False,4
12683,12683,33613,Sepatu,2014-11-25 02:11:35.571000099,2019-01-17 08:47:29.207999945,1456446,354,2014,2019,False,5
12684,12684,39737,Sepatu,2015-02-18 03:18:44.282999992,2018-10-05 11:18:49.107000113,2106057,23,2015,2018,False,3
12685,12685,179688,Sepatu,2017-11-18 00:25:38.275000095,2018-09-06 12:15:40.109999895,1486691,26,2017,2018,False,1
12686,12686,179688,Jaket,2017-11-01 11:07:33.507999897,2018-10-04 03:49:52.934999943,976591,32,2017,2018,False,1
12687,12687,135747,Jaket,2017-04-04 10:24:00.513000011,2019-01-19 13:12:03.506000042,1202130,21,2017,2019,False,2
12688,12688,33310,Sepatu,2014-10-20 01:22:41.058000088,2017-05-15 04:04:44.502000093,1401722,59,2014,2017,True,3
12689,12689,55853,Jaket,2015-10-14 06:31:32.190999985,2019-01-14 05:21:38.220999956,2737644,22,2015,2019,False,4
12690,12690,46165,Sepatu,2015-08-19 16:39:35.894000053,2018-09-30 08:40:30.464999914,1262351,27,2015,2018,False,3
12691,12691,39938,Sepatu,2015-02-21 08:14:44.158999920,2019-01-10 15:36:22.519000052,1294274,31,2015,2019,False,4
12692,12692,32308,Sepatu,2014-09-20 02:55:14.569000006,2018-09-17 07:39:43.334000111,2759288,30,2014,2018,False,4
12693,12693,53106,Sepatu,2015-10-27 15:17:26.066999911,2019-01-30 15:44:01.361999989,1718963,143,2015,2019,False,4
12694,12694,53106,Jaket,2015-10-22 16:29:10.201999903,2019-02-01 07:56:13.263999939,1488371,41,2015,2019,False,4
12695,12695,101302,Sepatu,2017-01-24 05:14:51.424000025,2017-11-17 09:28:05.006999969,575889,32,2017,2017,True,0
12696,12696,116996,Sepatu,2017-01-04 14:38:13.944000006,2018-09-07 11:34:27.832999945,832386,23,2017,2018,False,1
12697,12697,139024,Tas,2017-06-10 01:33:27.000000000,2018-05-04 06:14:00.000000000,153547,26,2017,2018,True,1
12698,12698,139024,Jaket,2017-05-18 10:04:08.428999901,2017-12-31 08:01:32.286999941,579050,22,2017,2017,True,0
12699,12699,30968,Sepatu,2014-08-18 07:03:57.392999887,2018-12-21 03:22:48.767999887,1434754,82,2014,2018,False,4
12700,12700,30968,Jaket,2015-01-16 14:58:18.505000114,2018-11-07 08:10:41.918999910,991799,28,2015,2018,False,3
12701,12701,81353,Sepatu,2016-09-21 00:55:47.941999912,2018-05-24 11:40:37.855999947,1132487,92,2016,2018,True,2
12702,12702,81353,Jaket,2016-08-08 09:53:36.457999945,2018-04-18 00:23:21.667999983,741168,79,2016,2018,True,2
12703,12703,81353,Tas,2017-02-18 13:35:44.691999912,2018-05-06 04:16:17.000000000,448930,49,2017,2018,True,1
12704,12704,34843,Sepatu,2014-11-27 03:27:32.999000072,2018-12-30 10:18:44.986000061,1605990,52,2014,2018,False,4
12705,12705,53780,Jaket,2015-09-10 22:13:59.823999882,2019-01-31 12:50:30.039999962,376275,139,2015,2019,False,4
12706,12706,184329,Sepatu,2018-02-24 13:52:31.855999947,2019-01-16 03:41:25.085999966,1046805,62,2018,2019,False,1
12707,12707,128690,Sepatu,2017-03-05 09:30:22.829999924,2019-01-31 14:03:53.141000032,829106,175,2017,2019,False,2
12708,12708,128690,Tas,2017-03-05 00:48:54.000000000,2019-01-31 03:24:07.000000000,436126,100,2017,2019,False,2
12709,12709,111726,Sepatu,2016-12-12 03:44:11.154000044,2018-12-13 14:39:20.608999968,1914162,22,2016,2018,False,2
12710,12710,101022,Sepatu,2016-10-08 03:45:34.723000050,2017-07-31 09:28:58.148000002,722134,60,2016,2017,True,1
12711,12711,76405,Sepatu,2016-05-23 08:26:27.000000000,2019-01-07 05:25:37.510999918,1249030,53,2016,2019,False,3
12712,12712,59618,Sepatu,2016-06-12 12:47:48.078000069,2019-01-02 17:59:14.753000021,975315,121,2016,2019,False,3
12713,12713,59618,Jaket,2016-08-04 05:05:32.009000063,2018-11-16 09:28:43.239000082,1476344,60,2016,2018,False,2
12714,12714,26327,Sepatu,2014-03-28 02:47:19.085000038,2018-02-14 07:12:02.144000053,1374499,31,2014,2018,True,4
12715,12715,135766,Tas,2017-04-06 11:04:55.000000000,2019-01-18 11:31:48.000000000,111060,39,2017,2019,False,2
12716,12716,52548,Jaket,2016-06-26 10:56:08.618999958,2019-01-26 07:39:37.525000095,540174,112,2016,2019,False,3
12717,12717,48746,Sepatu,2016-09-20 10:01:30.766999960,2019-01-12 08:21:10.871999979,1476197,25,2016,2019,False,3
12718,12718,75967,Sepatu,2016-05-07 06:22:32.568000078,2019-01-19 03:42:15.963999987,2484888,44,2016,2019,False,3
12719,12719,130598,Sepatu,2017-03-14 04:58:21.015000105,2019-01-17 04:25:21.782999992,1187283,62,2017,2019,False,2
12720,12720,144862,Sepatu,2017-07-19 05:12:46.177999973,2018-11-19 10:34:50.454999924,1647590,32,2017,2018,False,1
12721,12721,53403,Jaket,2016-09-06 02:48:22.470999956,2018-11-27 10:24:55.720000029,707497,25,2016,2018,False,2
12722,12722,32384,Sepatu,2014-09-22 08:06:55.802000046,2018-05-30 03:02:51.124000072,1637803,48,2014,2018,True,4
12723,12723,32384,Jaket,2014-09-22 09:06:01.135999918,2018-04-25 11:53:22.815999985,1577938,25,2014,2018,True,4
12724,12724,148821,Tas,2017-10-04 04:09:27.000000000,2018-12-10 01:17:57.000000000,153671,25,2017,2018,False,1
12725,12725,105098,Sepatu,2016-11-10 17:35:30.875000000,2018-11-13 08:07:06.717999935,2362819,25,2016,2018,False,2
12726,12726,139622,Jaket,2017-04-20 03:28:01.625000000,2018-07-02 14:30:47.321000099,1307151,28,2017,2018,True,1
12727,12727,30409,Sepatu,2014-10-22 13:00:23.703999996,2019-01-03 13:13:59.872999907,1392446,22,2014,2019,False,5
12728,12728,292082,Sepatu,2018-02-20 00:47:28.704999924,2019-01-06 06:49:37.392999887,1086789,42,2018,2019,False,1
12729,12729,292082,Jaket,2018-02-21 05:06:55.338000059,2019-01-08 04:17:35.875000000,786751,44,2018,2019,False,1
12730,12730,26518,Sepatu,2014-04-08 05:49:07.562000036,2019-01-25 06:09:47.638000011,1304204,54,2014,2019,False,5
12731,12731,61421,Jaket,2017-04-04 15:27:24.867000103,2019-01-11 12:22:52.806999922,755487,31,2017,2019,False,2
12732,12732,139309,Sepatu,2017-10-30 23:20:22.809999943,2018-11-02 10:11:38.878000021,1598951,26,2017,2018,False,1
12733,12733,36466,Sepatu,2015-03-25 16:31:58.910000086,2019-02-01 12:10:17.115999937,1715752,114,2015,2019,False,4
12734,12734,36466,Jaket,2014-12-23 11:56:09.934000015,2019-01-05 13:41:27.897000074,1405847,89,2014,2019,False,5
12735,12735,41085,Sepatu,2015-03-14 02:05:41.683000088,2018-06-17 03:07:32.559999943,1594092,39,2015,2018,True,3
12736,12736,41106,Jaket,2015-04-30 14:43:09.594000101,2019-01-27 10:57:56.845999956,646229,23,2015,2019,False,4
12737,12737,41106,Sepatu,2015-05-15 04:31:59.111000061,2018-08-26 09:35:53.946000099,1708903,36,2015,2018,False,3
12738,12738,91737,Tas,2017-03-21 02:22:17.000000000,2019-01-31 13:29:52.000000000,270138,41,2017,2019,False,2
12739,12739,91737,Sepatu,2016-08-07 10:28:10.562000036,2019-01-12 14:42:32.301000118,2340917,59,2016,2019,False,3
12740,12740,140450,Jaket,2017-05-08 09:47:20.413000107,2019-01-29 03:19:01.937999964,554810,23,2017,2019,False,2
12741,12741,140450,Sepatu,2017-04-23 01:41:00.282000065,2018-12-19 04:54:09.471999884,1021220,27,2017,2018,False,1
12742,12742,32327,Sepatu,2014-10-13 14:04:01.936000109,2018-07-27 13:01:26.473999977,1264985,341,2014,2018,True,4
12743,12743,40246,Jaket,2015-06-05 01:46:28.118999958,2019-01-25 09:00:05.384999990,619401,27,2015,2019,False,4
12744,12744,40246,Tas,2017-02-25 12:52:02.000000000,2018-06-15 08:05:31.000000000,252291,25,2017,2018,True,1
12745,12745,38325,Sepatu,2015-06-21 12:53:50.950000048,2019-01-27 01:45:51.674999952,1106436,47,2015,2019,False,4
12746,12746,99403,Jaket,2016-09-27 07:48:51.075999975,2019-01-06 06:10:42.407999992,808570,28,2016,2019,False,3
12747,12747,163478,Sepatu,2017-07-14 05:06:28.585999966,2019-01-30 05:55:36.009999990,1200972,23,2017,2019,False,2
12748,12748,27786,Tas,2017-08-15 02:13:17.000000000,2019-01-03 00:56:49.000000000,296213,32,2017,2019,False,2
12749,12749,27786,Sepatu,2016-05-22 15:16:03.674999952,2018-05-29 09:18:13.509999989,1522324,21,2016,2018,True,2
12750,12750,146538,Sepatu,2017-06-11 06:02:27.392999887,2019-01-14 10:23:17.858000040,2055693,46,2017,2019,False,2
12751,12751,45175,Jaket,2016-01-02 11:17:23.933000088,2018-12-06 02:47:46.230000019,850222,25,2016,2018,False,2
12752,12752,41266,Sepatu,2015-04-07 06:28:48.272000074,2018-10-05 03:19:34.924000025,990064,38,2015,2018,False,3
12753,12753,86951,Tas,2018-03-09 07:08:34.000000000,2018-11-19 07:52:19.000000000,113435,26,2018,2018,False,0
12754,12754,27511,Sepatu,2014-05-22 03:31:30.345999956,2019-01-26 10:10:00.096999884,1281618,33,2014,2019,False,5
12755,12755,40716,Jaket,2017-06-05 22:31:14.941999912,2018-11-07 18:44:35.499000072,1097493,22,2017,2018,False,1
12756,12756,95219,Tas,2017-02-16 03:06:19.345999956,2019-01-26 03:37:59.000000000,184913,22,2017,2019,False,2
12757,12757,90289,Sepatu,2016-07-29 23:57:44.507999897,2018-12-13 23:00:56.430000067,746423,26,2016,2018,False,2
12758,12758,9221,Sepatu,2013-08-16 10:06:55.216000080,2018-06-21 09:45:20.092000008,2877100,30,2013,2018,True,5
12759,12759,82775,Sepatu,2016-06-20 10:32:34.226000071,2018-10-28 03:41:40.927999973,1257414,21,2016,2018,False,2
12760,12760,79462,Jaket,2016-06-03 03:03:40.947999954,2018-09-07 13:02:07.920000076,365175,44,2016,2018,False,2
12761,12761,79462,Sepatu,2016-06-01 00:59:14.395999908,2018-09-14 04:36:46.000000000,655702,50,2016,2018,False,2
12762,12762,31040,Tas,2017-02-13 06:34:39.427999973,2019-01-12 11:03:32.000000000,264157,30,2017,2019,False,2
12763,12763,246756,Sepatu,2017-12-28 06:50:31.144999981,2018-09-28 01:11:30.868000031,1734401,37,2017,2018,False,1
12764,12764,26704,Sepatu,2014-04-17 04:13:32.585999966,2018-04-03 07:30:37.688999891,1866084,31,2014,2018,True,4
12765,12765,31614,Jaket,2014-10-24 14:55:49.489000082,2018-11-23 02:19:21.892999887,721668,46,2014,2018,False,4
12766,12766,31614,Sepatu,2014-09-02 01:52:57.845000029,2018-12-21 11:56:30.676000118,1445251,42,2014,2018,False,4
12767,12767,37412,Jaket,2015-04-01 04:03:00.414999962,2018-12-08 15:30:05.674999952,709057,22,2015,2018,False,3
12768,12768,37412,Sepatu,2015-01-20 12:50:54.944000006,2018-02-17 09:15:37.374000072,867908,39,2015,2018,True,3
12769,12769,37341,Sepatu,2015-08-10 05:00:08.757999897,2019-02-01 01:09:18.454999924,1198861,53,2015,2019,False,4
12770,12770,25333,Sepatu,2014-02-05 04:43:50.710999966,2018-07-09 03:44:29.940000057,1061041,47,2014,2018,True,4
12771,12771,114516,Tas,2017-04-04 13:56:55.000000000,2019-01-23 10:03:10.000000000,357862,39,2017,2019,False,2
12772,12772,44821,Sepatu,2016-03-02 12:39:28.923000097,2018-12-09 23:26:29.548000097,2869420,34,2016,2018,False,2
12773,12773,439664,Sepatu,2018-05-08 07:44:40.051000118,2018-12-18 02:59:15.927000046,1608842,26,2018,2018,False,0
12774,12774,81585,Jaket,2017-09-24 15:11:17.131999969,2018-10-29 01:43:10.299000025,1341174,21,2017,2018,False,1
12775,12775,81585,Sepatu,2017-06-05 04:52:56.747999907,2019-01-31 04:48:28.026999950,1577995,128,2017,2019,False,2
12776,12776,81585,Tas,2017-09-11 04:36:04.000000000,2019-01-30 15:26:42.000000000,203262,90,2017,2019,False,2
12777,12777,100665,Sepatu,2016-10-05 13:53:30.259999990,2018-07-13 01:29:06.910000086,4420535,26,2016,2018,True,2
12778,12778,155579,Sepatu,2017-06-29 03:00:29.454999924,2019-01-19 13:28:50.507999897,1304482,75,2017,2019,False,2
